Unnamed: 0,诗人,文本,朝代,情感,题目,interpretation
161,司马光,黄鸡白酒田间乐，藜杖葛巾林下风。更若食芹仍暴背，野怀并在一轩中。,宋,中立,野轩,解释: 这首诗描诉了一个田间乐的场景，黄鸡和白酒是田间的特色，藜杖和葛巾是田间的装饰品，林下的风吹拂着田间的气息。诗人还提到了食芹，它是一种野生的草药，诗人暴露了自己的野性和自由。最后，诗人提到了一个轩，这是一个宁静的地方，诗人的野怀和自由都在这里得到了宁静和安慰。 </s>
3062,王庭珪,丽句云笺敌夜光，穷儿得宝但能藏。惭无好语酬佳惠，徒咏春洲杜若香。,宋,正面,和葛德裕寄纸觅兰四绝句,解释: 这首诗描述了一个穷儿得到了宝贝，但是他却没有好的话来感谢恩人，只能默默地把宝贝藏起来。诗中的“丽句云笺敌夜光”是形容笔墨的美丽，而“穷儿得宝但能藏”则是描述穷儿得到了宝贝，但是他没有好的话来感谢恩人。最后一句“徒咏春洲杜若香”则是描述诗人在春天的杜若花香中咏叹。 </s>
347,范成大,十里山行杂市声，道傍无处濯尘缨。宝林寺里逢修竹，方有诗情约略生。,宋,中立,题宝林寺可赋轩,"释: 这首诗描述了作者在十里山行的过程中，经历了杂乱的市声和尘土的沉淀，但在宝林寺里遇到了修竹，感受到了诗情画意的生动。

这首诗通过描绘自然景色和人文环境，表达了作者对自然和文化的感悟和追求。在这个喧嚣的城市中，作者渴望逃离尘嚣，寻求一片宁静和清新。在宝林寺里，作者感受到了自然的美好和文化的精髓，感受到了诗情画意的生动。这首诗通过简洁的语言和"
4778,王安石,束发河山百战功，白头富贵亦成空。华堂不著新歌舞，却要区区一老翁。,宋,负面,曹参,解释: 这首诗描述了一个老人的生活经历，他曾经在战争中立下了许多功勋，但现在已经白发苍苍，财富和权力也已经消失。他曾经在华堂中唱歌跳舞，但现在已经不再有人欣赏他的才华。整首诗表达了老人的孤独和无助感。 </s>
2943,张孝祥,楚产惟渠可定交，时时隔壁望烟梢。已烦穉子来相过，更有新诗送岛郊。,宋,中立,和伯承惠笋,解释: 这首诗描诉了楚国的渠道和烟梢，以及楚国人民的生活。诗中提到了渠道和烟梢，表达了楚国人民的生活方式和环境。诗中还提到了穉子来相过，表达了楚国人民的友好和热情。最后，诗中提到了新诗送岛郊，表达了楚国人民的文化和艺术。整首诗表达了楚国人民的生活和文化。 </s>
1439,朱仕玠,好是风和景物妍，野花盘髻胜金钿。乍闻笑语来天半，番女轻盈戏渺绵。,淸,正面,尸位学署岑寂无聊泛泛随流迹近渔父每有闻见辄宣讴咏因名瀛涯渔唱,解释: 这首诗描诉了春天的美景和野花的美丽。诗中的“好”表示美好的事物，“风和景物妍”表示春天的风景和野花的美丽。“野花盘髻胜金钿”表示野花比金钿更美丽。“乍闻笑语来天半”表示笑声在春天的天空中传来，“番女轻盈戏渺绵”表示春天的女子在游戏中轻盈愉悦。整首诗表达了春天的美好和生机勃勃的景象。 </s>
217,王安石,芳草知谁种，缘阶已数丛。无心与时竞，何苦绿匆匆。,宋,负面,芳草,解释: 这首诗描诉了春天的景象，芳草在春天生长，但是诗人并没有为此付出努力，只是顺其自然地生长。诗人感到无聊和无趣，因为春天的景象过于繁盛，让人感到疲惫。 </s>
1887,苏辙,眼看西湖不暂来，簿书无算拨还开。三年屈指浑将尽，记取从今得几回。,宋,负面,次韵子瞻望湖楼上五绝,解释: 这首诗描诉了作者在西湖边看到美景时的感受，他感到时间过得很快，三年的时间就像一瞬间一样，他希望能够多回到这里看看美景。 </s>
3354,杨万里,密有花红绿刺长，似来作伴石榴芳。金樱身子玫瑰脸，更吃饧枝蜜果香。,宋,正面,初夏即事十二解,解释: 这首诗描诉了一个美丽的花园，其中有许多花卉，如红色的花朵和绿色的刺。诗人还描述了一些花卉的特征，如金樱的身体和玫瑰的脸。最后，诗人提到了这些花卉的美味，如蜜果和饧枝。整首诗充满了自然的美丽和生命的活力。 </s>
4181,陆游,沈家园里花如锦，半是当年识放翁。也信美人终作土，不堪幽梦太匆匆。,宋,负面,春咏四首,解释: 这首诗描诉了沈家园里的花卉绚烂多彩，半是因为当年识放翁的植物种植技术，也因为美人的爱护。但是，美人终究会死去，不堪幽梦太匆匆。这首诗表达了人生短暂，珍惜当下的意义。 </s>
3992,方回,初喜明珠入掌中，良由善念与天通。吉祥预报长庚梦，福德应临长子宫。,宋,正面,贺陈正之得男,解释: 这首诗是在描述一个人在初喜明珠入掌中的喜悦之情，并且认为这是由于善念与天通的结果。诗中还提到了吉祥预报和福德应临的意象，表达了对未来的美好期望。 </s>
1114,秦观,薄茶便当乌程酒，短艇聊充下泽车。坟墓去家无百里，往来仍不废观书。,宋,中立,还自广陵四首,解释: 这首诗描述了作者在旅途中的经历和感受。他喝了薄茶和乌程酒，乘坐短艇和下泽车，离开了家乡，但他仍然喜欢读书，不轻易放弃。这首诗表达了作者对于旅行和学习的热爱，以及对于家乡的思念。 </s>
745,黄庭坚,露晞风晚别春丛，拂掠残妆可意红。多病废诗仍止酒，可怜虽在与谁同。,宋,负面,王立之以小诗送并蒂牡丹戏答二首,解释: 这首诗描述了一个女子在春天的丛林中散步，她的脸上残留着淡淡的妆容，但是她的病情已经到了无法写诗的程度，她只能喝酒来缓解痛苦。她感到孤独，因为她与任何人都没有共同的话题。 </s>
815,司马光,真率由来无次第，经旬踰月不为稀。蓝舆但恨无人举，坐想纷纷醉落晖。,宋,中立,三月二十五日安之以诗二绝见招作真率会光以无从者不及赴依韵和呈,解释: 这首诗描述了一个人在孤独的夜晚，看着蓝色的车辆从他身边驶过，感到孤独和无助。他想象着这些车辆的乘客，想象着他们的生活和故事，但他自己却没有人可以分享这些想法。最后，他感到醉意渐浓，仿佛整个世界都在黑暗中消失。 </s>
393,范成大,北山山下小庵居，佛劫仙尘只故吾。八万四千空色界，不离一法认毘卢。,宋,中立,题记事册,解释: 这首诗描诉了一个人在北山山下的小庵居住，他感受到了佛劫仙尘的气息，但他并不受其影响，因为他已经认识到了一切的真相。诗中提到的“八万四千空色界”是指世界的各种形态和变化，而“不离一法认毘卢”则是指通过正确的认识和理解，可以超越世俗的苦难和痛苦。 </s>
92,黄庭坚,酒因咀嚼还知味，诗就呻吟不要工。王谢风流看二妙，病夫直欲卧墙东。,宋,中立,次韵谢公定王世弼赠答二绝句,解释: 这首诗描述了一个人在饮酒和读诗时的感受。他认为酒的味道可以通过咀嚼来感受到，而诗歌则需要呻吟才能感受到。他还提到了王谢和二妙的风流，这是一种古代文化的概念，指的是诗歌和诗人的风格。最后，他表示自己是一个病夫，想要卧在墙东，但是他仍然渴望饮酒和读诗。 </s>
1777,刘长卿,孤舟相访至天涯，万转云山路更赊。欲扫柴门迎远客，青苔黄叶满贫家。,唐,中立,酬李穆见寄,"释: 这首诗描述了一个孤独的旅行者在漫长的旅途中，经历了许多艰难险阻，但仍然坚定地前行。他看到了许多美景，也看到了许多贫穷的家庭。最后，他想要回家，但是他的家已经被柴门掩盖，他只能在外面等待。

这首诗表达了一个人在旅途中的孤独和坚韧不拔的精神，以及他对美景和贫穷的感慨。它也暗示了一个人在旅途中的孤独和困难，以及他对家的"
2654,范成大,峰头挥手笑红尘，天入双眸洗翳昏。万里西风熟秔稻，白云堆里著黄云。,宋,正面,高景庵泉亭,解释: 这首诗描述了一个人在峰顶上挥手笑着，看着红尘，感到快乐和轻松。他的双眸洗翳昏，意味着他的眼睛看到了美好的景色。诗中还提到了一个人在峰顶上看到了一片熟秔的稻田，以及一片黄云堆里的白云。这些景象都给人以宁静和平静的感觉。 </s>
2408,元好问,百年乔木郁苍苍，耆老风流赵与杨。为向榆关使君道，郡中合有二贤堂。,元,中立,乡郡杂诗,解释: 这首诗描述了一棵百年的老树，它的枝叶茂盛，苍翠欲滴。在这棵老树的周围，有一些老人，他们都是文化名流，有着很高的声望。这棵老树的周围还有一些贤才，他们都是郡中的人才。这首诗表达了对于这些贤才的赞美和对于这棵老树的敬仰之情。 </s>
2890,杨万里,莫笑山庄小集休，篇篇字字爽于秋。向来枫落吴江冷，一句能销万古愁。,宋,正面,题山庄小集,解释: 这首诗是唐代诗人白居易写的，描述了他在山庄小集休息时的感受。他感到诗歌的每一句都像秋天里的一片枫叶，清爽而又短暂。他也提到了吴江的枫叶，这是一种常见的秋天景象。最后，他说一句能够销掉万古愁，这表明他相信诗歌的力量可以带来快乐和解脱。 </s>
3859,高启,远汀斜日思悠悠，花拂离肠柳拂舟。江北江南芳草遍，送君并得送春愁。,明,负面,送吕卿,解释: 这首诗描述了诗人在江边的感受，他看到远处的汀浦和斜阳，思绪飘散，感到悠悠的。他看到花朵拂过他的肠子，柳枝拂过他的船，感到春天的气息。他感到江北江南的芳草遍布，但他的心中却充满了送君的愁苦。 </s>
2919,方回,十载干戈后，辛勤莳牡丹。岂知身是客，借与别人看。,宋,负面,晚春客愁五绝,解释: 这首诗描诉了一个人在十年的战争中辛勤劳动，种植牡丹花，但最终发现自己是一个客人，只是借用别人的土地和劳动力。这首诗表达了人们在生活中常常会遇到困难和挫折，但也要学会接受现实，不要轻易放弃。 </s>
713,杨万里,敬亭宛水故依然，叠嶂双溪阿那边。谢守不生梅老死，倩谁海内掌风烟。,宋,中立,晓过花桥入宣州界四首,解释: 这首诗描诉了敬亭宛水的美景，以及诗人对故人梅老的思念之情。诗人描绘了敬亭宛水的美景，包括叠嶂和双溪，以及阿那边的景色。然后，诗人提到了梅老的故事，他是一个守卫不生的人，最终死去。诗人感到非常悲伤，因为梅老是他的好友，他曾经掌握过海内的风烟。这首诗表达了诗人对故人的思念之情，以及对美景的赞美。 </s>
3355,陆游,老来百事不关身，北陌东阡一幅巾。忽梦行军太行路，不惟无想亦无因。,宋,负面,记梦二首,解释: 这首诗描述了一个人在老年时的感受。他认为，无论发生什么事情，他都不会受到影响，因为他已经老了。他曾经梦见自己在太行山上行军，但是他并不感到担忧或者焦虑，因为他已经不再年轻，不再有梦想和理由去追求。 </s>
1655,杨万里,死爱花枝不忍吹，醉来恣意折芳菲。鬓边插得梅花满，更撚南枝满把归。,宋,正面,小醉折梅,释: 这首诗描述了一个人在爱情中的感受。他爱着一个女人，但她已经死去，他不愿意让她的花枝受到风吹，因为这会让他感到更加痛苦。他在醉酒后，恣意地折断了花枝，但他也感到了一些欣慰，因为他知道他已经把她的花枝带回了家。最后，他把梅花插在自己的头发上，并把南枝撚回家，这表明他已经准备好接受她的离去，并将她的爱永远留在他的心中。 
1790,赵嘏,来时健笔佐嫖姚，去折槐花度野桥。谁见尊前此惆怅，一声歌尽路迢迢。,唐,负面,宣州送判官,解释: 这首诗描诉了作者在旅途中的感受和经历。他曾经在嫖姚时，有一位健笔的朋友陪伴，但是他们的友谊已经消逝。他折下槐花，穿过野桥，感到孤独和惆怅。最后，他唱起了一首歌，表达了他的孤独和迷茫。 </s>
4416,李白,夜宿乌牙寺，举手扪星辰。不敢高声语，恐惊天上人。,唐,中立,乌牙寺,解释: 这首诗描述了作者在夜晚住在乌牙寺时，仰望星空，感到自己的渺小和脆弱。作者不敢高声说话，担心会惊扰天上的神仙。这首诗表达了作者对自然的敬畏和对生命的感慨。 </s>
154,李商隐,孤鹤不睡云无心，衲衣筇杖来西林。院门昼锁回廊静，秋日当阶柿叶阴。,唐,中立,华师,解释: 这首诗描述了一个孤独的人在秋天的午后，在西林的院门前坐着，看着云彩和柿叶，感受到孤独和寂静。诗中的孤鹤和衲衣筇杖也是象征孤独和寂静的元素。 </s>
3216,姜夔,绎句寻章久未休，花房日晏不梳头。谁教郎主能多事，乞与冥冥千古愁。,宋,负面,陈日华侍儿读书,解释: 这首诗描述了一个女子的孤独和寂寞，她的生活没有什么乐趣，没有人关心她。她感到孤独和寂寞，希望有人能够理解她的感受，并与她分享她的悲伤。 </s>
3184,岑参,夫子素多疾，别来未得书。北庭苦寒地，体内今何如。,唐,负面,寄韩樽,解释: 这首诗描述了一个人在外旅行时，由于疾病的缘故，没有得到书籍的帮助，而在寒冷的北庭地区，他的身体也受到了影响。这首诗表达了一个人在外旅行时，面临的困境和挑战，以及他对知识和文化的渴望。 </s>
2877,贾似道,尘外冰姿世外心，宜晴宜雨更宜阴。收回疏影月初坠，约住寒香雪正深。,宋,正面,梅花,解释: 这首诗描述了一个女子的美丽和冷静，她的美丽不受外界的影响，即使在冷雨和寒风中也能保持冷静。她的美丽和冷静是她内心的一部分，不受外界的影响。 </s>
304,陆游,杀物求君舌本肥，是非岂复待深思。即今不足何时足，小甑香粳日两炊。,宋,中立,病思六首,解释: 这首诗是唐代诗人白居易写的，描述了一个人在寻找食物的过程中，经历了种种困难和挫折，但最终还是找到了食物。诗中的“杀物求君舌本肥”表达了寻找食物的艰辛和困难，而“是非岂复待深思”则表达了在寻找食物的过程中，需要思考和权衡利弊。最后，“即今不足何时足，小甑香粳日两炊”则表达了寻找食物的过程中，需要耐心和恒心，不能轻易放弃。 </s>
330,元稹,庭中栽得红荆树，十月花开不待春。直到孩提尽惊怪，一家同是北来人。,唐,中立,红荆,解释: 这首诗描述了一个庭院中的红荆树，它在十月份开花，而不需要等到春天。诗人还提到了一个家庭，他们都是从北方来的人。这首诗表达了对自然的敬畏和对家庭的珍视。 </s>
4634,白玉蟾,山色未教晴日染，松声时听晚风梳。韶光九十去无几，春雨春烟锁翠芜。,宋,负面,书怀,解释: 这首诗描述了一个美丽的山景，山色未教晴日染，松声时听晚风梳，韶光九十去无几，春雨春烟锁翠芜。诗人通过描绘山景的美丽，表达了对自然的敬畏和热爱。 </s>
3410,张耒,钟鼓声稀下直迟，秋晖初转万年枝。寒厅尽日谁相对，惭愧屏风两鹭鸶。,宋,中立,题史院直舍鱼鹭屏,"释: 这首诗描述了一个人在寒冷的冬天里，孤独地坐在厅堂里，听着钟鼓声和秋天的阳光。他感到孤独和惭愧，因为他没有人与他相互交谈。

这首诗的主题是孤独和孤立。诗人描述了一个人在寒冷的冬天里，孤独地坐在厅堂里，听着钟鼓声和秋天的阳光。他感到孤独和惭愧，因为他没有人与他相互交谈。这个人可能感到孤立，因为他没有人与他分享"
438,朱淑真,似篾身材无事瘦，如丝肠肚怎禁愁。鸣窗更听芭蕉雨，一叶中藏万斛愁。,宋,负面,秋夜闻雨三首,解释: 这首诗描述了一个人的身材瘦削，似乎没有什么事情可以让他感到快乐。他听到了芭蕉树下的雨声，感到更加沉重的愁苦。这首诗表达了一种孤独和悲伤的情感。 </s>
4339,李之仪,尊前景气朝朝别，醉里歌呼处处新。一度拈来一回好，主人须信异于人。,宋,正面,延之置酒南园因书柱上,解释: 这首诗描述了一个人在旅途中的经历，他看到了美丽的风景，听到了欢快的歌声，感到了新鲜的气息。他拥有了一段美好的经历，但他也意识到，这种经历可能不同于其他人的经历。因此，他的主人应该相信他的经历，而不是将其与其他人的经历进行比较。 </s>
2813,曾协,盛德由来自邈绵，偃王功德至今传。朱弓赤矢符嘉瑞，留得阴功不计年。,宋,正面,上平江徐侍郎十绝句,解释: 这首诗描诉了盛德的传承和历史，以及他的功绩和荣誉。盛德是一个历史上的人物，他的功绩和荣誉至今仍然被传颂。他的勇气和决心，以及他所拥有的武器和技能，都是他的荣誉的来源。这首诗表达了对盛德的尊重和敬意，并向他致敬。 </s>
2706,范成大,三旬蚕忌闭门中，邻曲都无步往踪。犹是晓晴风露下，采桑时节暂相逢。,宋,中立,四时田园杂兴六十首,"释: 这首诗描述了一个人在三十年的时间里，经历了许多困难和挫折，但仍然坚持不懈地追求自己的梦想。在这个过程中，他遇到了许多挑战和困难，但他仍然坚持不懈地努力，最终实现了自己的梦想。

在这首诗中，“三旬蚕”是指一个人在三十年的时间里，经历了许多困难和挫折，但仍然坚持不懈地追求自己的梦想。“闭门中”是指这个人在这个过程中，经历"
3599,陆游,雪消重作雨，冰释又成泥。已败筇枝兴，高眠听午鸡。,宋,负面,雪晴欲出而路泞未通戏作二首,解释: 这首诗描述了春天的到来，雪消融成雨，冰释成泥，树枝上的花苞已经凋谢，但是树木仍然高着睡觉，听着午鸡的叫声。这首诗表达了春天的生机和希望。 </s>
1851,王安石,双鬟嬉戏我庭除，争挽新花比并襦。亲结香缨知不久，汝翁那更镊髭须。,宋,正面,仲元女孙,解释: 这首诗描述了一个女子在花园里玩耍的场景。她戴着两个头饰，穿着新衣服，与其他女子一起玩耍。她的亲戚也在场，他们都穿着新衣服，并且有些人戴着香缨。诗人描述了这个场景的美好和欢乐，同时也提到了一些人物的特征，如他们的服装和头饰。 </s>
3708,王安石,南山新长凤凰雏，眉目分明画不如。年小从他爱梨栗，长成须读五车书。,宋,正面,赠外孙,解释: 这首诗描述了一只新生的凤凰雏，它的眉目分明，但是画不如它的真实形象。诗人还提到，年轻时，他喜欢吃梨栗，但是长大后，他需要读五车书。这首诗表达了诗人对于自然界和人类文化的敬畏之情。 </s>
3239,杨万里,明河查上有仙翁，犯月撞星到碧穹。金阙东边银榜处，大书天地长男宫。,宋,正面,贺皇太子九月四日生辰,解释: 这首诗描诉了一个仙人在明河上游的故事。仙人犯了月亮和星星，被带到了碧穹之上。在金阙东边的银榜处，他看到了一本大书，书上写着天地长男宫。这首诗传达了一种神秘的氛围，描绘了一个神秘的仙人在天地之间的旅行。 </s>
1164,陈宓,读书岂但资闻见，穷理方能识重轻。孔孟格言如日月，更须师友与详评。,宋,中立,送怀安林知丞之官仍谢佳句,解释: 这首诗强调了读书的重要性，并提出了一些关于读书的观点。首先，读书不仅仅是为了获取知识，还要理解知识的本质和重要性。其次，读书需要深入挖掘，需要有师友和详细的讨论。最后，孔孟的格言也是值得我们学习的，因为它们是日月之光，永不熄灭。 </s>
744,范仲淹,片帆飞去若轻鸿，一霎春潮过浙东。王谢江山久萧索，子真今为起清风。,宋,正面,送鄞江窦尉,"释: 这首诗描诉了一个人在江山之间的旅行，他看到了远方的帆船，感受到了春天的潮水，也看到了江山的萧索。最后，他感到了一阵清风，感到了新的希望和机遇。

这首诗表达了一个人在旅途中的感受和思考，他看到了美好的事物，也看到了萧索的景象，但最终他感到了一阵清风，感到了新的希望和机遇。这首诗传达了一种积极向上的情感，鼓励人们在面对困难时要坚持不懈，相信未来会更美好"
1116,高启,玉堂罢直发如丝，华盖当头戴笠时。丁令去来沧海变，人间零落鹤巢诗。,明,中立,题虞文靖公书所赋鹤巢诗后,释: 这首诗描诉了一个人在沧海之滨的孤独感和思乡之情。玉堂罢直发如丝，暗示着这个人的心情很沉重，仿佛一根丝线一样轻盈。华盖当头戴笠时，暗示着这个人正在寻找一些安慰和温暖。丁令去来沧海变，暗示着这个人的思维和情感在沧海之滨的变化中，感到孤独和无助。人间零落鹤巢诗，暗示着这个人的思维和情感在人间的变化中，感到孤独和无
941,陈宓,红尘垂老得何郎，笔力骎骎到马杨。更拟他年求妙语，青山深趣为君藏。,宋,中立,谢何茂才惠诗,"释: 这首诗描诉了一个人在红尘中的老去，他的笔力已经到了一个高峰，但他仍然渴望寻找更多的妙语，并将这些妙语藏在青山深处，等待着更多的人来欣赏。

这首诗表达了一个人在红尘中的沉淀和成长，他已经拥有了很高的文学才华，但他仍然渴望更多的妙语，并将这些妙语藏在青山深处，等待着更多的人来欣赏。这首诗也表达了一种对自然的热爱和对人生的思考，青山深处的妙语是一种珍贵的��"
1826,黄庭坚,云梦泽南君子泉，水无名字托人贤。两苏翰墨相为重，未刻他山世已传。,宋,中立,题君子泉,解释: 这首诗描述了泽南的君子泉和水的美丽，以及两位苏州翰墨的传世之作。诗中提到了“未刻他山世已传”，意味着这些文化遗产已经被传承了很久，并且在世界上享有盛誉。 </s>
2333,方回,南姚村打北姚村，鬼哭谁怜枉死魂。争似梢工留口吃，秀州城外鸭餛饨。,宋,负面,听航船歌十首,解释: 这首诗描述了南姚村和北姚村之间的战争，以及战争中的悲惨情景。诗中提到了梢工留口吃，这是一种古代的粮食，也是战争中的一种食物。诗中还提到了秀州城外的鸭餛饨，这是一种古代的食品，也是战争中的一种食物。整首诗表达了战争的残酷和悲惨，以及战争中的人们所面临的困境。 </s>
4988,范成大,贯生名压汉公卿，自古逢雠不反兵。仇虏滔天无敢动，柏乡空溷迫人名。,宋,中立,柏乡,解释: 这首诗描述了一个名叫贯生的人物，他是汉朝的一个公卿，但他的名声却被压抑了。诗中提到，自古以来，贯生一直没有反抗汉朝的统治，这表明他是一个忠诚的汉朝官员。诗中还提到，贯生的仇敌滔天，但他没有动武，这表明他是一个勇敢的人。最后，诗中提到，柏乡空溷，这是一个贯生的故乡，但他的名声却被压抑了，这表明他是一个受尽了压迫的人。 </s>
3607,司马光,后时独立诚难事，犹赖阶庭有菊丛。绰约霜前弄姿态，非如羣木万株红。,宋,正面,和秉国芙蓉五章,解释: 这首诗描述了一个人在寒冷的季节里，独自在阶庭中欣赏菊花的美景。诗人描述了菊花的美丽和它们在寒冷季节中的生命力，以及它们在阶庭中的独特氛围。诗人还描述了菊花的颜色和形状，以及它们在霜前的美丽。整首诗表达了诗人对自然美景的赞美和对生命力的敬畏。 </s>
4864,陆游,废陇荒陂浥浥耕，生无勲业死无名。衰颓日甚君休问，三十年前白发生。,宋,负面,感旧,解释: 这首诗描述了一个农民的生活，他在废陇荒陂中耕种，但由于缺乏勇气和决心，他的生活充满了苦难和困难。他的白发已经开始生长，但他仍然没有取得任何成就。诗人呼吁人们要有勇气和决心去追求自己的梦想，不要轻易放弃。 </s>
892,司马光,阀阅盛山西，朱门飏戟衣。雅知名教乐，深笑宴游非。,宋,正面,题杨中正供奉洗心堂,解释: 这首诗描述了一个人在盛山西的经历。他看到了朱门飘扬的戟衣，并且知道这是一个名声显赫的人物。他深笑着，因为他知道这个人物不会参加宴会，因为他的名声太高了。 </s>
2848,元好问,树合秋声满，村荒暮景閒。虹收仍白雨，云动忽青山。,元,中立,山居杂诗六首,解释: 这首诗描述了秋天的景象，树木的叶子变黄，枯萎，声音变得沉闷，村庄的景象也变得寂静。虹收仍白雨，云动忽青山，表达了秋天的变化和自然的美妙。 </s>
1594,张耒,沛公百万保咸阳，自古柔仁伏暴强。慷慨悲歌君勿恨，拔山盖世故应亡。,宋,正面,项羽,解释: 这首诗是唐代诗人白居易写的，描述了沛公在保卫咸阳时的英勇事迹。沛公是一个慷慨悲歌的人，他为了保卫咸阳，不惜牺牲自己的生命。他的英勇事迹应该被后人传颂。 </s>
2125,区元晋,林园风气佳，欣欣物生色。驴背采芳归，溪清月华白。,明,正面,秫坡钓台渔矶寂寂隐仙踪路转莺花更几重十里水云飞不断空教人忆钓丝风(以上《区奉政遗稿》卷六饮万司成村庄,解释: 这首诗描诉了一个美丽的自然风景，林园里的风气清新，植物生长茂盛，采芳的驴背归来，溪水清澈，月光照耀着白色的溪水。这首诗表达了对自然美景的赞美和感慨。 </s>
2290,陈宓,琅玕衣袂竹方床，热恼肝脾顿得凉。谁送苕溪来枕畔，轻裘短棹水云乡。,宋,正面,秋夜四鼓玩月,解释: 这首诗描述了一个人在苕溪边的枕畔，穿着琅玕衣袂，坐在竹方床上，感到热恼肝脾，但顿时凉爽了。诗人描述了一个美丽的自然景色，苕溪的水面上有云彩，轻裘短棹的人在水中漂浮。这首诗表达了诗人对自然的热爱和对生活的感悟。 </s>
4249,陆游,成败相寻岂有常，英雄最忌数悲伤。芜蒌豆粥从来事，何恨邮亭坐箦床。,宋,中立,读袁公路传,解释: 这首诗描述了成功与失败的不确定性，英雄们不应该沉溺于悲伤之中。芜蒌豆粥是一种普通的食物，但它也可以成为一种寓言，表示人们在生活中经历的各种不同的事情。诗人在这里表达了他对于生活中的不确定性和挑战的态度，他认为人们应该勇敢地面对困难，而不是沉溺于悲伤之中。 </s>
4330,刘克庄,翦称名将岂其然，汲汲惟求宅与田。见说淮兵殊死战，相公喝犒是私钱。,宋,负面,凯歌十首呈贾枢使,"释: 这首诗是唐代诗人白居易写的，描述了一个名叫翦的将军的故事。翦是一个勇敢的将军，但他并不是为了名利而战，而是为了保卫家园和土地。他曾经在淮水边的战场上与敌人殊死战斗，但他并没有受到任何奖赏，只是希望能够保住自己的宅与田。

在这首诗中，白居易通过描述翦的故事，表达了他对于战争的看法。他认为，战争并不是为了追求名利，而是为了保卫家园和土地。他希望人们"
3313,曾习经,儿辈能添乐趣长，寻源特致谷帘汤。幽花始放逢佳茗，同领秋堂一味凉。,淸,正面,秋兰始花端侄游山回致山泉两瓶对花瀹碧螺春茶,解释: 这首诗描诉了一个寻找美食的故事。诗中提到了儿辈能够增添乐趣，寻源特致谷帘汤，幽花始放逢佳茗，同领秋堂一味凉。这些都是美食的象征，诗人通过这些美食的描述，表达了对美食的追求和欣赏。 </s>
1624,黄庭坚,黄帝炼丹求子母，神农尝药辨君臣。如何苦思形中事，忧患从来为有身。,宋,中立,杂诗四首,解释: 这首诗描诉了黄帝和神农在古代中国的传说中，他们分别通过炼丹和尝试药物来寻找子母和君臣之间的关系。诗中表达了人们在思考形中事物时，常常会感到痛苦和忧患，因为这些问题涉及到人的身体和生命。 </s>
4050,苏轼,他时夜雨困移床，坐厌愁声点客肠。一听南堂新瓦响，似闻东坞小荷香。,宋,负面,南堂五首,解释: 这首诗描述了一个人在夜晚被雨困在床上，感到厌倦和沮丧，但是听到南堂新瓦响声和东坞小荷香的味道，让他感到一些安慰和温暖。这首诗表达了人们在困难时期的内心感受和对自然的感激之情。 </s>
1756,黄庭坚,檀郎惠我花含笑，借问凝情笑阿谁。一世茫茫走声利，阎公捉定始应知。,宋,中立,答檀君送含笑花颂,解释: 这首诗描述了檀郎和花含笑的故事，檀郎问花含笑为什么笑，花含笑说她含笑是因为她的爱情被凝固了。诗中提到了一个叫做阎公的人，他捉住了花含笑，但最终被她的爱情所感动，放她走。这首诗表达了爱情的力量和美好，以及在爱情面前，人们的坚强和勇气。 </s>
4430,释云岫,不乐不居居便乐，乐其乐也意如何。祖翁田地封疆阔，一目秋风占得多。,宋,正面,寄常乐岊山和尚,解释: 这首诗是唐代诗人白居易写的，表达了他对于生活的态度和对于自然的感悟。诗中的“不乐不居居便乐”，意为只有不快乐不居住，才能真正享受生活的乐趣。而“祖翁田地封疆阔”，则是描述了祖翁的财富和地位，以及他所拥有的广阔土地。最后，“一目秋风占得多”，则是描述了秋风的凉爽和它所带来的美好感受。整首诗表达了诗人对于生活的热爱和对于自然的敬畏之情。 </s>
4041,陆游,何用金丹九转成，手持芝草已身轻。祥云平地拥笙鹤，便自西山朝玉京。,宋,正面,玉隆得丹芝,解释: 这首诗描述了一个人在旅途中的经历。他用芝草替代了金丹，手持芝草已经轻松了。祥云平地拥笙鹤，便自西山朝玉京，表示他已经到达了目的地。这首诗传达了一种轻松自在的感觉，表达了旅途中的快乐和自由。 </s>
1005,晏殊,春留融冶日添长，万品无涯入醉乡。谁道人间泛仙境，水心楼殿半斜阳。,宋,正面,上巳琼林苑宴二府同游池上即事口占,解释: 这首诗描述了春天的美好景色，尤其是春天的阳光和温暖。诗人描述了春天的美景，如春天的阳光和温暖，以及春天的万物复苏。诗人还提到了人们在春天的感受，如春天的美好和愉悦。最后，诗人描述了春天的美景，如春天的阳光和温暖，以及春天的万物复苏。 </s>
2380,陆游,逆胡万里跨燕秦，志士悲歌泪满巾。未履胡肠涉胡血，一樽先醉范阳春。,宋,负面,偶得北虏金泉酒小酌赋绝句二首,"释: 这首诗描述了一个志士在跨越万里的胡虏之地时，感到悲伤和感慨。他们的胡肠坚强，但他们也感到悲伤和感慨。最后，他们喝下一樽范阳春，感到欣喜和满足。

这首诗表达了一个人在面对困难和挑战时的情感和心态。它描绘了一个志士在跨越胡虏之地时的感受，他们的胡肠坚强，但他们也感到悲伤和感慨。最后，他们喝下一樽范"
